13:41:26.708818	-1	-1	-1	-1	-1	
13:41:26.710844	-1	-1	-1	-1	-1	
13:41:26.712628	-1	-1	-1	-1	-1	
13:41:26.715328	-1	-1	-1	-1	-1	
13:41:26.717932	-1	-1	-1	-1	-1	
13:41:26.723794	-1	-1	-1	-1	-1	
13:41:26.726111	-1	-1	-1	-1	-1	
13:41:26.728186	-1	-1	-1	-1	-1	
13:41:26.730244	-1	-1	-1	-1	-1	
13:41:26.732340	-1	-1	-1	-1	-1	
13:41:26.735756	-1	-1	-1	-1	-1	
13:41:26.742929	-1	-1	-1	-1	-1	
13:41:26.747378	-1	-1	-1	-1	-1	
13:41:26.750528	-1	-1	-1	-1	-1	
13:41:26.752126	-1	-1	-1	-1	-1	
13:41:26.754378	-1	-1	-1	-1	-1	
13:41:26.760553	-1	-1	-1	-1	-1	
13:41:26.762509	-1	-1	-1	-1	-1	
13:41:26.764612	-1	-1	-1	-1	-1	
13:41:26.766480	-1	-1	-1	-1	-1	
13:41:26.768261	-1	-1	-1	-1	-1	
13:41:26.770023	-1	-1	-1	-1	-1	
13:41:26.771975	-1	-1	-1	-1	-1	
13:41:26.775802	-1	-1	-1	-1	-1	
13:41:26.778428	-1	-1	-1	-1	-1	
13:41:26.785718	-1	-1	-1	-1	-1	
13:41:26.788930	-1	-1	-1	-1	-1	
13:41:26.791565	-1	-1	-1	-1	-1	
13:41:26.793562	-1	-1	-1	-1	-1	
13:41:26.795387	-1	-1	-1	-1	-1	
13:41:26.797048	-1	-1	-1	-1	-1	
13:41:26.798676	-1	-1	-1	-1	-1	
13:41:26.800275	-1	-1	-1	-1	-1	
13:41:26.802024	-1	-1	-1	-1	-1	
13:41:26.806046	-1	-1	-1	-1	-1	
13:41:26.808113	-1	-1	-1	-1	-1	
13:41:26.815746	-1	-1	-1	-1	-1	
13:41:26.819415	-1	-1	-1	-1	-1	
13:41:26.821289	-1	-1	-1	-1	-1	
13:41:26.823098	-1	-1	-1	-1	-1	
13:41:26.824997	-1	-1	-1	-1	-1	
13:41:26.826537	-1	-1	-1	-1	-1	
13:41:26.827886	-1	-1	-1	-1	-1	
13:41:26.829327	-1	-1	-1	-1	-1	
13:41:26.830698	-1	-1	-1	-1	-1	
13:41:26.832766	-1	-1	-1	-1	-1	
13:41:26.839854	-1	-1	-1	-1	-1	
13:41:26.842222	-1	-1	-1	-1	-1	
13:41:26.844584	-1	-1	-1	-1	-1	
13:41:26.851682	-1	-1	-1	-1	-1	
13:41:26.855559	-1	-1	-1	-1	-1	
13:41:26.857379	-1	-1	-1	-1	-1	
13:41:26.859194	-1	-1	-1	-1	-1	
13:41:26.860889	-1	-1	-1	-1	-1	
13:41:26.862634	-1	-1	-1	-1	-1	
13:41:26.866614	-1	-1	-1	-1	-1	
13:41:26.868736	-1	-1	-1	-1	-1	
13:41:26.876006	-1	-1	-1	-1	-1	
13:41:26.879749	-1	-1	-1	-1	-1	
13:41:26.881313	-1	-1	-1	-1	-1	
13:41:26.882703	-1	-1	-1	-1	-1	
13:41:26.884268	-1	-1	-1	-1	-1	
13:41:26.885692	-1	-1	-1	-1	-1	
13:41:26.887028	-1	-1	-1	-1	-1	
13:41:26.888372	-1	-1	-1	-1	-1	
13:41:26.889706	-1	-1	-1	-1	-1	
13:41:26.891209	-1	-1	-1	-1	-1	
13:41:26.892729	-1	-1	-1	-1	-1	
13:41:26.897260	-1	-1	-1	-1	-1	
13:41:26.905140	-1	-1	-1	-1	-1	
13:41:26.908077	-1	-1	-1	-1	-1	
13:41:26.913884	-1	-1	-1	-1	-1	
13:41:26.915645	-1	-1	-1	-1	-1	
13:41:26.917060	-1	-1	-1	-1	-1	
13:41:26.918441	-1	-1	-1	-1	-1	
13:41:26.919787	-1	-1	-1	-1	-1	
13:41:26.921410	-1	-1	-1	-1	-1	
13:41:26.929029	-1	-1	-1	-1	-1	
13:41:26.931386	-1	-1	-1	-1	-1	
13:41:26.933773	-1	-1	-1	-1	-1	
13:41:26.940320	-1	-1	-1	-1	-1	
13:41:26.943831	-1	-1	-1	-1	-1	
13:41:26.945440	-1	-1	-1	-1	-1	
13:41:26.946835	-1	-1	-1	-1	-1	
13:41:26.948509	-1	-1	-1	-1	-1	
13:41:26.955625	-1	-1	-1	-1	-1	
13:41:26.957992	-1	-1	-1	-1	-1	
13:41:26.960161	-1	-1	-1	-1	-1	
13:41:26.967074	-1	-1	-1	-1	-1	
13:41:26.970426	-1	-1	-1	-1	-1	
13:41:26.971995	-1	-1	-1	-1	-1	
13:41:26.973366	-1	-1	-1	-1	-1	
13:41:26.975366	-1	-1	-1	-1	-1	
13:41:26.982026	-1	-1	-1	-1	-1	
13:41:26.984116	-1	-1	-1	-1	-1	
13:41:26.987902	-1	-1	-1	-1	-1	
13:41:26.989798	-1	-1	-1	-1	-1	
13:41:26.996787	-1	-1	-1	-1	-1	
13:41:26.999969	-1	-1	-1	-1	-1	
13:41:27.001733	-1	-1	-1	-1	-1	
13:41:27.008671	-1	-1	-1	-1	-1	
13:41:27.010520	-1	-1	-1	-1	-1	
13:41:27.012323	-1	-1	-1	-1	-1	
13:41:27.014558	-1	-1	-1	-1	-1	
13:41:27.017814	-1	-1	-1	-1	-1	
13:41:27.019607	-1	-1	-1	-1	-1	
13:41:27.028889	-1	-1	-1	-1	-1	
13:41:27.030767	-1	-1	-1	-1	-1	
13:41:27.037541	-1	-1	-1	-1	-1	
13:41:27.039374	-1	-1	-1	-1	-1	
13:41:27.041166	-1	-1	-1	-1	-1	
13:41:27.042973	-1	-1	-1	-1	-1	
13:41:27.044720	-1	-1	-1	-1	-1	
13:41:27.048346	-1	-1	-1	-1	-1	
13:41:27.050156	-1	-1	-1	-1	-1	
13:41:27.059426	-1	-1	-1	-1	-1	
13:41:27.061403	-1	-1	-1	-1	-1	
13:41:27.068134	-1	-1	-1	-1	-1	
13:41:27.069972	-1	-1	-1	-1	-1	
13:41:27.071779	-1	-1	-1	-1	-1	
13:41:27.073718	-1	-1	-1	-1	-1	
13:41:27.075466	-1	-1	-1	-1	-1	
13:41:27.079047	-1	-1	-1	-1	-1	
13:41:27.080850	-1	-1	-1	-1	-1	
13:41:27.090138	-1	-1	-1	-1	-1	
13:41:27.092110	-1	-1	-1	-1	-1	
13:41:27.098867	-1	-1	-1	-1	-1	
13:41:27.100708	-1	-1	-1	-1	-1	
13:41:27.102503	-1	-1	-1	-1	-1	
13:41:27.104533	-1	-1	-1	-1	-1	
13:41:27.106088	-1	-1	-1	-1	-1	
